,pokemon_nome,pokemon_altura,pokemon_peso,pokemon_cor_pokedex,pokemon_evolucao,pokemon_tipo,Dano
853.0,Grapploct,5'031.6 m,86.0 lbs.39.0 kg,Blue,[],['Fighting'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*2', 'Psychic': '*2', 'Bug': '*0.5', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*2'}"
852.0,Clobbopus,2'000.6 m,8.8 lbs.4.0 kg,Brown,['Grapploct'],['Fighting'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*2', 'Psychic': '*2', 'Bug': '*0.5', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*2'}"
848.0,Toxel,1'040.4 m,24.3 lbs.11.0 kg,Purple,"['Toxtricity', 'Gigantamax Toxtricity']","['Electric', 'Poison']","{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*0.5', 'Ground': '*4', 'Flying': '*0.5', 'Psychic': '*2', 'Bug': '*0.5', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
840.0,Applin,0'080.2 m,1.1 lbs.0.5 kg,Green,"['Flapple', 'Gigantamax Flapple', 'Gigantamax Appletun']","['Grass', 'Dragon']","{'Normal': '*1', 'Fire': '*1', 'Water': '*0.25', 'Electric': '*0.25', 'Grass': '*0.25', 'Ice': '*4', 'Fighting': '*1', 'Poison': '*2', 'Ground': '*0.5', 'Flying': '*2', 'Psychic': '*1', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*2', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*2'}"
839.0,Coalossal,9'022.8 m,684.5 lbs.310.5 kg,Black,['Gigantamax Coalossal'],"['Rock', 'Fire']","{'Normal': '*0.5', 'Fire': '*0.25', 'Water': '*4', 'Electric': '*1', 'Grass': '*1', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*0.5', 'Ground': '*4', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*0.5'}"
845.0,Cramorant,,,,[],"['Flying', 'Water']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*4', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
844.0,Sandaconda,12'063.8 m,144.4 lbs.65.5 kg,Green,['Gigantamax Sandaconda'],['Ground'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*2', 'Electric': '*0', 'Grass': '*2', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
843.0,Silicobra,7'032.2 m,16.8 lbs.7.6 kg,Green,"['Sandaconda', 'Gigantamax Sandaconda']",['Ground'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*2', 'Electric': '*0', 'Grass': '*2', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
838.0,Carkol,3'071.1 m,172.0 lbs.78.0 kg,Black,"['Coalossal', 'Gigantamax Coalossal']","['Rock', 'Fire']","{'Normal': '*0.5', 'Fire': '*0.25', 'Water': '*4', 'Electric': '*1', 'Grass': '*1', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*0.5', 'Ground': '*4', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*0.5'}"
842.0,Appletun,1'040.4 m,28.7 lbs.13.0 kg,Green,"['Applin', 'Flapple', 'Gigantamax Flapple', 'Gigantamax Appletun']","['Grass', 'Dragon']","{'Normal': '*1', 'Fire': '*1', 'Water': '*0.25', 'Electric': '*0.25', 'Grass': '*0.25', 'Ice': '*4', 'Fighting': '*1', 'Poison': '*2', 'Ground': '*0.5', 'Flying': '*2', 'Psychic': '*1', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*2', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*2'}"
841.0,Flapple,1'000.3 m,2.2 lbs.1.0 kg,Green,"['Gigantamax Flapple', 'Gigantamax Appletun']","['Grass', 'Dragon']","{'Normal': '*1', 'Fire': '*1', 'Water': '*0.25', 'Electric': '*0.25', 'Grass': '*0.25', 'Ice': '*4', 'Fighting': '*1', 'Poison': '*2', 'Ground': '*0.5', 'Flying': '*2', 'Psychic': '*1', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*2', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*2'}"
837.0,Rolycoly,1'000.3 m,26.5 lbs.12.0 kg,Black,"['Carkol', 'Coalossal', 'Gigantamax Coalossal']",['Rock'],"{'Normal': '*0.5', 'Fire': '*0.5', 'Water': '*2', 'Electric': '*1', 'Grass': '*2', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*2', 'Fairy': '*1'}"
835.0,Yamper,1'000.3 m,29.8 lbs.13.5 kg,Yellow,['Boltund'],['Electric'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*0.5', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
834.0,Drednaw,3'031.0 m,254.6 lbs.115.5 kg,Green,['Gigantamax Drednaw'],"['Water', 'Rock']","{'Normal': '*0.5', 'Fire': '*0.25', 'Water': '*1', 'Electric': '*2', 'Grass': '*4', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
833.0,Chewtle,1'000.3 m,18.7 lbs.8.5 kg,Green,"['Drednaw', 'Gigantamax Drednaw']",['Water'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
832.0,Dubwool,4'031.3 m,94.8 lbs.43.0 kg,White,[],['Normal'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*0', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
831.0,Wooloo,2'000.6 m,13.2 lbs.6.0 kg,White,['Dubwool'],['Normal'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*0', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
830.0,Eldegoss,1'080.5 m,5.5 lbs.2.5 kg,Green,[],['Grass'],"{'Normal': '*1', 'Fire': '*2', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*2', 'Ground': '*0.5', 'Flying': '*2', 'Psychic': '*1', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
836.0,Boltund,3'031.0 m,75.0 lbs.34.0 kg,Yellow,[],['Electric'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*0.5', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
822.0,Corvisquire,2'070.8 m,35.3 lbs.16.0 kg,Blue,"['Corviknight', 'Gigantamax Corviknight']",['Flying'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*2', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
828.0,Thievul,3'111.2 m,43.9 lbs.19.9 kg,Brown,[],['Dark'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*0.5', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*2'}"
825.0,Dottler,1'040.4 m,43.0 lbs.19.5 kg,Yellow,"['Orbeetle', 'Gigantamax Orbeetle']","['Bug', 'Psychic']","{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*1', 'Fighting': '*0.25', 'Poison': '*1', 'Ground': '*0.5', 'Flying': '*2', 'Psychic': '*0.5', 'Bug': '*2', 'Rock': '*2', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*1'}"
826.0,Orbeetle,1'040.4 m,89.9 lbs.40.8 kg,Red,['Gigantamax Orbeetle'],"['Bug', 'Psychic']","{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*1', 'Fighting': '*0.25', 'Poison': '*1', 'Ground': '*0.5', 'Flying': '*2', 'Psychic': '*0.5', 'Bug': '*2', 'Rock': '*2', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*1'}"
824.0,Blipbug,1'040.4 m,17.6 lbs.8.0 kg,Blue,"['Dottler', 'Orbeetle', 'Gigantamax Orbeetle']",['Bug'],"{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*0.5', 'Flying': '*2', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
823.0,Corviknight,7'032.2 m,165.3 lbs.75.0 kg,Purple,['Gigantamax Corviknight'],"['Flying', 'Steel']","{'Normal': '*0.5', 'Fire': '*2', 'Water': '*1', 'Electric': '*2', 'Grass': '*0.25', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*0', 'Ground': '*0', 'Flying': '*0.5', 'Psychic': '*0.5', 'Bug': '*0.25', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*0.5', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
829.0,Gossifleur,1'040.4 m,4.9 lbs.2.2 kg,Green,['Eldegoss'],['Grass'],"{'Normal': '*1', 'Fire': '*2', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*2', 'Ground': '*0.5', 'Flying': '*2', 'Psychic': '*1', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
827.0,Nickit,2'000.6 m,19.6 lbs.8.9 kg,Brown,['Thievul'],['Dark'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*0.5', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*2'}"
821.0,Rookidee,0'080.2 m,4.0 lbs.1.8 kg,Blue,"['Corvisquire', 'Corviknight', 'Gigantamax Corviknight']",['Flying'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*2', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*0', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
818.0,Inteleon,6'031.9 m,99.6 lbs.45.2 kg,Blue,['Gigantamax Inteleon'],['Water'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
819.0,Skwovet,1'000.3 m,5.5 lbs.2.5 kg,Brown,['Greedent'],['Normal'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*0', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
817.0,Drizzile,2'040.7 m,25.4 lbs.11.5 kg,Blue,"['Inteleon', 'Gigantamax Inteleon']",['Water'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
816.0,Sobble,1'000.3 m,8.8 lbs.4.0 kg,Blue,"['Drizzile', 'Inteleon', 'Gigantamax Inteleon']",['Water'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*2', 'Grass': '*2', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
815.0,Cinderace,4'071.4 m,72.8 lbs.33.0 kg,White,['Gigantamax Cinderace'],['Fire'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*2', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
814.0,Raboot,2'000.6 m,19.8 lbs.9.0 kg,Gray,"['Cinderace', 'Gigantamax Cinderace']",['Fire'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*2', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
820.0,Greedent,2'000.6 m,13.2 lbs.6.0 kg,Brown,[],['Normal'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*0', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
812.0,Rillaboom,6'112.1 m,198.4 lbs.90.0 kg,Green,['Gigantamax Rillaboom'],['Grass'],"{'Normal': '*1', 'Fire': '*2', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*2', 'Ground': '*0.5', 'Flying': '*2', 'Psychic': '*1', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
811.0,Thwackey,2'040.7 m,30.9 lbs.14.0 kg,Green,"['Rillaboom', 'Gigantamax Rillaboom']",['Grass'],"{'Normal': '*1', 'Fire': '*2', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*2', 'Ground': '*0.5', 'Flying': '*2', 'Psychic': '*1', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
810.0,Grookey,1'000.3 m,11.0 lbs.5.0 kg,Green,"['Thwackey', 'Rillaboom', 'Gigantamax Rillaboom']",['Grass'],"{'Normal': '*1', 'Fire': '*2', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*1', 'Poison': '*2', 'Ground': '*0.5', 'Flying': '*2', 'Psychic': '*1', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
809.0,Melmetal,,,,['Gigantamax Melmetal'],['Steel'],"{'Normal': '*0.5', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*0', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*0.5', 'Bug': '*0.5', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*0.5', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
813.0,Scorbunny,1'000.3 m,9.9 lbs.4.5 kg,White,"['Raboot', 'Cinderace', 'Gigantamax Cinderace']",['Fire'],"{'Normal': '*1', 'Fire': '*0.5', 'Water': '*2', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.5', 'Rock': '*2', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
806.0,Blacephalon,,,,[],"['Fire', 'Ghost']","{'Normal': '*0', 'Fire': '*0.5', 'Water': '*2', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*0', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*1', 'Bug': '*0.25', 'Rock': '*2', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*0.5', 'Fairy': '*0.5'}"
807.0,Zeraora,,,,[],['Electric'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*0.5', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
808.0,Meltan,,,,"['Melmetal', 'Gigantamax Melmetal']",['Steel'],"{'Normal': '*0.5', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*2', 'Poison': '*0', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*0.5', 'Bug': '*0.5', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*0.5', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
805.0,Stakataka,,,,[],"['Rock', 'Steel']","{'Normal': '*0.25', 'Fire': '*1', 'Water': '*2', 'Electric': '*1', 'Grass': '*1', 'Ice': '*0.5', 'Fighting': '*4', 'Poison': '*0', 'Ground': '*4', 'Flying': '*0.25', 'Psychic': '*0.5', 'Bug': '*0.5', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*0.5', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*0.5'}"
804.0,Naganadel,,,,[],"['Poison', 'Dragon']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.25', 'Ice': '*2', 'Fighting': '*0.5', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*2', 'Bug': '*0.5', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*2', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*1'}"
803.0,Poipole,,,,['Naganadel'],['Poison'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*0.5', 'Ground': '*2', 'Flying': '*1', 'Psychic': '*2', 'Bug': '*0.5', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*0.5'}"
802.0,Marshadow,,,,[],"['Fighting', 'Ghost']","{'Normal': '*0', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*0', 'Poison': '*0.5', 'Ground': '*1', 'Flying': '*2', 'Psychic': '*2', 'Bug': '*0.25', 'Rock': '*0.5', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*1', 'Fairy': '*2'}"
801.0,Magearna,,,,[],"['Steel', 'Fairy']","{'Normal': '*0.5', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*0.5', 'Fighting': '*1', 'Poison': '*0', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*0.5', 'Bug': '*0.25', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*0', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*0.5'}"
800.0,Necrozma,7'102.4 m,507.1 lbs.230.0 kg,Black,"['N-Solarizer', '#791 Solgaleo', 'N-Lunarizer', '#792 Lunala']",['Psychic'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*1'}"
799.0,Guzzlord,,,,[],"['Dark', 'Dragon']","{'Normal': '*1', 'Fire': '*0.5', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.5', 'Ice': '*2', 'Fighting': '*2', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*0.5', 'Dragon': '*2', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*4'}"
798.0,Kartana,,,,[],"['Grass', 'Steel']","{'Normal': '*0.5', 'Fire': '*4', 'Water': '*0.5', 'Electric': '*0.5', 'Grass': '*0.25', 'Ice': '*1', 'Fighting': '*2', 'Poison': '*0', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*1', 'Rock': '*0.5', 'Ghost': '*1', 'Dragon': '*0.5', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
796.0,Xurkitree,,,,[],['Electric'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*0.5', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*1', 'Ground': '*2', 'Flying': '*0.5', 'Psychic': '*1', 'Bug': '*1', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*1'}"
797.0,Celesteela,,,,[],"['Steel', 'Flying']","{'Normal': '*0.5', 'Fire': '*2', 'Water': '*1', 'Electric': '*2', 'Grass': '*0.25', 'Ice': '*1', 'Fighting': '*1', 'Poison': '*0', 'Ground': '*0', 'Flying': '*0.5', 'Psychic': '*0.5', 'Bug': '*0.25', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*0.5', 'Dark': '*1', 'Steel': '*0.5', 'Fairy': '*0.5'}"
794.0,Buzzwole,,,,[],"['Bug', 'Fighting']","{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*0.5', 'Flying': '*4', 'Psychic': '*2', 'Bug': '*0.5', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*2'}"
795.0,Pheromosa,,,,[],"['Bug', 'Fighting']","{'Normal': '*1', 'Fire': '*2', 'Water': '*1', 'Electric': '*1', 'Grass': '*0.5', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*0.5', 'Flying': '*4', 'Psychic': '*2', 'Bug': '*0.5', 'Rock': '*1', 'Ghost': '*1', 'Dragon': '*1', 'Dark': '*0.5', 'Steel': '*1', 'Fairy': '*2'}"
790.0,Cosmoem,,,,"['Solgaleo', 'Lunala']",['Psychic'],"{'Normal': '*1', 'Fire': '*1', 'Water': '*1', 'Electric': '*1', 'Grass': '*1', 'Ice': '*1', 'Fighting': '*0.5', 'Poison': '*1', 'Ground': '*1', 'Flying': '*1', 'Psychic': '*0.5', 'Bug': '*2', 'Rock': '*1', 'Ghost': '*2', 'Dragon': '*1', 'Dark': '*2', 'Steel': '*1', 'Fairy': '*1'}"
